campaign_name,adset_name,date,spend,impressions,clicks,ctr,purchases,revenue,roas,creative_type,creative_message,audience_type,platform,country
Men Comfortmax Launch,Adset-5 Retarget,2025-03-07,55.48,15240,154.0,0.0101,5,188.33,3.39,Video,Doctors recommend breathable microfiber — meet our men inner vests.,Retargeting,Facebook,IN
MEN COMFORTMAX LAUNCH,Adset-5 Retarget,2025-03-08,804.62,492952,10393.0,0.0211,217,9708.36,12.07,UGC,Doctors recommend breathable organic cotton — meet our men briefs.,Broad,Instagram,US
Men Comfortmax Launch,Adset-5 Retarget,2025-03-09,663.32,73156,1065.0,0.0146,19,499.6,0.75,UGC,"Push comfort, not wires — everyday men boxers.",Broad,Facebook,IN
Men  ComfortMax  Launch,Adset-5 Retarget,2025-03-10,316.24,93394,890.0,0.0095,16,615.15,1.95,Video,Stretch that snaps back — durable men boxers.,Broad,Facebook,US
Men_ComfortMax_Launch,Adset-5 Retarget,2025-03-11,401.99,130776,1763.0,0.0135,55,2365.8,5.89,Image,3‑pack deal ends tonight — upgrade your men drawer with athletic briefs.,Retargeting,Instagram,IN
Men ComfortMax Launch,Adset-5 Retarget,2025-03-12,67.7,211590,,0.0169,92,2417.18,35.7,Image,Summer‑ready essentials — sweat‑wicking men inner vests.,Retargeting,Instagram,US
men comfortmax launch,Adset-5 Retarget,2025-03-13,738.24,288452,2535.0,0.0088,71,1798.45,2.44,Video,Doctors recommend breathable cotton — meet our men briefs.,Broad,Facebook,US
Men ComfortMax Launch,Adset-5 Retarget,2025-03-14,141.78,228469,3504.0,0.0153,105,4207.06,29.67,UGC,"Wire‑free ease, cloud‑soft cups — men trunks that fits right.",Retargeting,Instagram,IN
Men ComfortMax Launch,Adset-5 Retarget,2025-03-15,123.52,394253,5749.0,0.0146,54,1459.56,11.82,Image,"All‑day comfort, zero pinch — try our men inner vests!",Broad,Instagram,US
Men_ComfortMax_Launch,Adset-5 Retarget,2025-03-16,406.53,302573,2601.0,0.0086,68,1498.02,3.68,Video,"All‑day comfort, zero pinch — try our men trunks!",Broad,Instagram,UK
Men  ComfortMax  Launch,Adset-5 Retarget,2025-03-17,448.97,211090,2563.0,0.0121,56,2347.76,5.23,UGC,Hot & comfy: men briefs now 20% off — feel the difference.,Retargeting,Instagram,US
Men ComfortMax Launch,Adset-5 Retarget,2025-03-18,273.15,220942,3594.0,0.0163,68,2459.8,9.01,Carousel,No ride‑up guarantee — best‑selling men inner vests back in stock.,Broad,Instagram,IN
Men ComfortMax Launch,Adset-5 Retarget,2025-03-19,876.44,195121,1882.0,0.0096,34,686.57,0.78,Video,Stretch that snaps back — durable men inner vests.,Broad,Facebook,IN
MEN COMFORTMAX LAUNCH,Adset-5 Retarget,2025-03-20,212.04,514117,11124.0,0.0216,359,14857.12,70.07,Video,"All‑day comfort, zero pinch — try our men inner vests!",Lookalike,Facebook,US
Men_ComfortMax_Launch,Adset-5 Retarget,2025-03-21,221.96,229163,2270.0,0.0099,61,,11.26,Image,"All‑day comfort, zero pinch — try our men briefs!",Broad,Facebook,IN
Men_ComfortMax_Launch,Adset-5 Retarget,2025-03-22,871.84,430222,10219.0,0.0238,295,11828.4,13.57,Video,No ride‑up guarantee — best‑selling men briefs back in stock.,Retargeting,Facebook,US
Men_ComfortMax_Launch,Adset-5 Retarget,2025-03-23,727.36,75985,971.0,0.0128,28,,1.03,UGC,Cooling mesh panels for workouts — men inner vests you’ll actually love.,Broad,Instagram,UK
Men ComfortMax Launch,Adset-5 Retarget,2025-03-24,732.32,318400,5699.0,0.0179,183,5414.0,7.39,Carousel,"All‑day comfort, zero pinch — try our men briefs!",Broad,Facebook,IN
Men Comfortmax Launch,Adset-5 Retarget,2025-03-25,746.93,130533,2029.0,0.0155,0,0.0,0.0,UGC,"Wire‑free ease, cloud‑soft cups — men boxers that fits right.",Lookalike,Facebook,US
MEN COMFORTMAX LAUNCH,Adset-5 Retarget,2025-03-26,171.03,443518,6250.0,0.0141,89,2399.73,14.03,UGC,Confidence starts inside — elevate with men briefs.,Broad,Instagram,UK
Men ComfortMax Launch,Adset-5 Retarget,2025-03-27,358.63,26148,430.0,0.0164,8,262.4,0.73,Image,3‑pack deal ends tonight — upgrade your men drawer with trunks.,Broad,Facebook,UK
men omfortmax launch,Adset-5 Retarget,2025-03-28,377.81,502373,11051.0,0.022,363,7214.13,19.09,Image,3‑pack deal ends tonight — upgrade your men drawer with inner vests.,Broad,Instagram,US
Men  ComfortMa-  Launch,Adset-5 Retarget,2025-03-29,711.98,218547,3372.0,0.0154,87,2255.09,3.17,Carousel,"Wire‑free ease, cloud‑soft cups — men trunks that fits right.",Lookalike,Facebook,US
Men  C mfortMax  Launch,Adset-5 Retarget,2025-03-30,940.72,414433,7660.0,0.0185,233,6055.03,6.44,Image,Stretch that snaps back — durable men trunks.,Broad,Instagram,UK
Men Comfortmax Launch,Adset-5 Retarget,2025-03-31,329.07,176353,2036.0,0.0115,51,1048.01,3.18,Video,Summer‑ready essentials — sweat‑wicking men boxers.,Retargeting,Instagram,UK
WOMEN Seamless Everyday,Adset-1 LAL1,2025-01-01,553.79,64544,681.0,0.0105,17,446.35,0.81,Carousel,Seamless confidence for every day — new women panties.,Lookalike,Instagram,UK
Women Seamless Everyday,Adset-1 LAL1,2025-01-02,630.04,498476,3793.0,0.0076,89,3716.59,5.9,Carousel,Cooling mesh panels for workouts — women boyshorts you’ll actually love.,Broad,Instagram,US
WOMEN  Seamless  Everyday,Adset-1 LAL1,2025-01-03,544.92,134071,964.0,0.0072,0,652.47,1.2,Video,Hot & comfy: women wire‑free bras now 20% off — feel the difference.,Lookalike,Instagram,IN
WOMEN_Seamless_Everyday,Adset-1 LAL1,2025-01-04,969.48,517749,5414.0,0.0105,192,6483.82,6.69,Carousel,"Wire‑free ease, cloud‑soft cups — women boyshorts that fits right.",Lookalike,Facebook,US
WOMEN  Seamless  Everyday,Adset-1 LAL1,2025-01-05,345.18,353633,2697.0,0.0076,93,2491.99,7.22,UGC,Cooling mesh panels for workouts — women panties you’ll actually love.,Broad,Facebook,US
women seamless everyday,Adset-1 LAL1,2025-01-06,720.58,394763,3772.0,0.0096,149,6599.24,9.16,Image,Doctors recommend breathable organic cotton — meet our women boyshorts.,Broad,Instagram,US
WOMEN Seamless Everyday,Adset-1 LAL1,2025-01-07,135.84,237061,2185.0,0.0092,64,1697.27,12.49,UGC,Seamless confidence for every day — new women panties.,Broad,Instagram,IN
WOMEN Seamless Everyday,Adset-1 LAL1,2025-01-08,91.67,40969,301.0,0.0073,9,374.37,4.08,UGC,Doctors recommend breathable microfiber — meet our women sports bras.,Broad,Facebook,IN
WOMEN SEAMLESS EVERYDAY,Adset-1 LAL1,2025-01-09,546.71,428594,4246.0,0.0099,106,4962.41,9.08,Carousel,"Wire‑free ease, cloud‑soft cups — women panties that fits right.",Lookalike,Facebook,US
WOMEN SEAMLESS EVERYDAY,Adset-1 LAL1,2025-01-10,608.01,308230,1951.0,0.0063,72,2792.34,4.59,Image,"Push comfort, not wires — everyday women wire‑free bras.",Broad,Instagram,UK
WOMEN Seamless Everyday,Adset-1 LAL1,2025-01-11,882.29,194179,1370.0,0.0071,38,1796.48,2.04,Image,3‑pack deal ends tonight — upgrade your women drawer with panties.,Lookalike,Instagram,IN
WOMEN_Seamless_Everyday,Adset-1 LAL1,2025-01-12,680.01,221438,1519.0,0.0069,40,1721.74,2.53,Image,Confidence starts inside — elevate with women sports bras.,Broad,Instagram,US
WOMEN SEAMLESS EVERYDAY,Adset-1 LAL1,2025-01-13,159.31,43514,438.0,0.0101,7,,1.22,Carousel,Seamless confidence for every day — new women wire‑free bras.,Broad,Facebook,US
WOMEN Seamless Everyday,Adset-1 LAL1,2025-01-14,118.06,460702,3940.0,0.0086,71,3248.17,27.51,Image,Seamless confidence for every day — new women bras.,Lookalike,Facebook,US
Women Seamless Everyday,Adset-1 LAL1,2025-01-15,1025.2,425371,3947.0,0.0093,128,3513.8,3.43,Image,"Push comfort, not wires — everyday women panties.",Lookalike,Instagram,US
WOMEN SEAMLESS EVE YDAY,Adset-1 LAL1,2025-01-16,219.04,76426,574.0,0.0075,22,649.39,2.96,Video,Invisible under tees — seamless women wire‑free bras.,Retargeting,Facebook,IN
WOMEN  Seamless  Everyday,Adset-1 LAL1,2025-01-17,573.89,314376,2924.0,0.0093,99,3409.29,5.94,Image,3‑pack deal ends tonight — upgrade your women drawer with sports bras.,Lookalike,Facebook,UK
women seamless everyday,Adset-1 LAL1,2025-01-18,465.16,473273,5397.0,0.0114,104,2825.15,6.07,Image,Invisible under tees — seamless women bras.,Broad,Facebook,UK
WOMEN Seamless Everyday,Adset-1 LAL1,2025-01-19,,52952,589.0,0.0111,17,665.83,1.44,Image,Invisible under tees — seamless women wire‑free bras.,Broad,Instagram,US
WOMEN SEAMLESS EVERYDAY,Adset-1 LAL1,2025-01-20,102.48,75167,673.0,0.009,21,900.97,8.79,Video,Invisible under tees — seamless women boyshorts.,Broad,Instagram,US
women seamless everyday,Adset-1 LAL1,2025-01-21,452.06,423314,2846.0,0.0067,90,3405.13,7.53,Carousel,Breathable bamboo that moves with you — limited offer on women bras.,Broad,Instagram,IN
WOMEN Seamless Everyday,Adset-1 LAL1,2025-01-22,631.38,206673,2420.0,0.0117,58,2989.18,4.73,Image,Cooling mesh panels for workouts — women boyshorts you’ll actually love.,Broad,Instagram,US
WOMEN Seamless Everyday,Adset-1 LAL1,2025-01-23,406.33,418289,4704.0,0.0112,140,7033.4,17.31,UGC,No ride‑up guarantee — best‑selling women panties back in stock.,Broad,Instagram,US
women seamless everyday,Adset-1 LAL1,2025-01-24,420.15,124007,1493.0,0.012,40,965.81,2.3,Carousel,Breathable modal that moves with you — limited offer on women panties.,Retargeting,Facebook,UK
WOMEN Seamless Everyday,Adset-1 LAL1,2025-01-25,512.14,277887,2667.0,0.0096,58,1443.26,2.82,Video,"Ultra‑soft waistband, no marks — premium women sports bras.",Lookalike,Facebook,IN
women seamless everyday,Adset-1 LAL1,2025-01-26,195.66,37984,307.0,0.0081,4,143.12,0.73,UGC,3‑pack deal ends tonight — upgrade your women drawer with sports bras.,Retargeting,Facebook,IN
WOMEN_Seamless_Everyday,Adset-1 LAL1,2025-01-27,144.93,43517,376.0,0.0086,11,589.7,4.07,Image,Cooling mesh panels for workouts — women wire‑free bras you’ll actually love.,Retargeting,Facebook,IN
women seamless everyday,Adset-1 LAL1,2025-01-28,125.7,106120,820.0,0.0077,21,1177.15,9.36,Carousel,Hot & comfy: women sports bras now 20% off — feel the difference.,Broad,Instagram,IN
WOMEN SEAMLESS EVERYDAY,Adset-1 LAL1,2025-01-29,296.51,98302,593.0,0.006,17,979.58,3.3,Carousel,"Wire‑free ease, cloud‑soft cups — women panties that fits right.",Broad,Instagram,US
WOMEN Seamless Everyday,Adset-1 LAL1,2025-01-30,557.44,293803,2989.0,0.0102,104,3825.99,6.86,UGC,3‑pack deal ends tonight — upgrade your women drawer with wire‑free bras.,Lookalike,Facebook,US
WOMEN Seamless Everyday,Adset-1 LAL1,2025-01-31,244.16,182368,1458.0,0.008,46,1534.24,6.28,Video,"Ultra‑soft waistband, no marks — premium women bras.",Broad,Instagram,US
Women Seamless Everyday,Adset-1 LAL1,2025-02-01,378.49,417137,3117.0,0.0075,97,3793.01,10.02,Image,Invisible under tees — seamless women sports bras.,Broad,Facebook,IN
WOMEN_Seamless_Everyday,Adset-1 LAL1,2025-02-02,74.96,189768,1873.0,0.0099,51,1534.47,20.47,Video,"Ultra‑soft waistband, no marks — premium women panties.",Lookalike,Instagram,US
WOMEN SEAMLESS EVERYDAY,Adset-1 LAL1,2025-02-03,203.48,383282,2267.0,0.0059,86,4574.45,22.48,UGC,"All‑day comfort, zero pinch — try our women boyshorts!",Retargeting,Instagram,US
WOMEN_Seamless_Everyday,Adset-1 LAL1,2025-02-04,318.68,290682,2439.0,0.0084,45,,6.54,Image,No ride‑up guarantee — best‑selling women panties back in stock.,Retargeting,Instagram,IN
WOMEN Seamless Everyday,Adset-1 LAL1,2025-02-05,750.24,472777,3402.0,0.0072,89,4102.18,5.47,Video,Breathable modal that moves with you — limited offer on women panties.,Broad,Instagram,US
WOMEN Seamless Everyday,Adset-1 LAL1,2025-02-06,293.02,313640,1827.0,0.0058,54,2263.95,7.73,UGC,Breathable bamboo that moves with you — limited offer on women panties.,Broad,Instagram,IN
WOMEN  Seamless  Everyday,Adset-1 LAL1,2025-02-07,114.93,192254,1714.0,0.0089,52,1632.9,14.21,Video,"Push comfort, not wires — everyday women bras.",Broad,Facebook,US
WOMEN Seamless Everyday,Adset-1 LAL1,2025-02-08,542.23,416491,4226.0,0.0101,154,6094.46,11.24,Image,Stretch that snaps back — durable women bras.,Broad,Facebook,UK
women seamless everyday,Adset-1 LAL1,2025-02-09,562.04,158397,1122.0,0.0071,19,,1.64,Video,Breathable microfiber that moves with you — limited offer on women sports bras.,Lookalike,Instagram,UK
WOMEN_Seamless_Everyday,Adset-1 LAL1,2025-02-10,762.8,490268,3939.0,0.008,82,2073.88,2.72,Video,Summer‑ready essentials — sweat‑wicking women sports bras.,Broad,Facebook,US
Women Seamless Everyday,Adset-1 LAL1,2025-02-11,740.28,467459,6599.0,0.0141,195,10542.42,14.24,Image,Seamless confidence for every day — new women panties.,Broad,Facebook,US
WOMEN Seamless Everyday,Adset-1 LAL1,2025-02-12,498.89,392928,4007.0,0.0102,156,4941.57,9.91,Image,Breathable bamboo that moves with you — limited offer on women wire‑free bras.,Retargeting,Facebook,US
WOMEN SEAMLESS EVERYDAY,Adset-1 LAL1,2025-02-13,287.48,228661,1638.0,0.0072,60,1782.23,6.2,Video,"Wire‑free ease, cloud‑soft cups — women panties that fits right.",Retargeting,Facebook,IN
WOME SEAMLESS EVERYDAY,Adset-1 LAL1,2025-02-14,310.25,19041,216.0,0.0114,8,444.63,1.43,Video,"Ultra‑soft waistband, no marks — premium women panties.",Lookalike,Instagram,US
WOMEN_Seamless_Everyday,Adset-1 LAL1,2025-02-15,811.67,356965,3088.0,0.0086,70,3756.98,4.63,Video,Confidence starts inside — elevate with women boyshorts.,Broad,Facebook,UK
WOMEN_Seamless_Ever-day,Adset-1 LAL1,2025-02-16,194.91,142145,1154.0,0.0081,31,1240.07,6.36,Video,3‑pack deal ends tonight — upgrade your women drawer with wire‑free bras.,Lookalike,Instagram,US
WOMEN_Seamless_Everyday,Adset-1 LAL1,2025-02-17,716.88,220626,1822.0,0.0083,50,2782.18,3.88,Video,Stretch that snaps back — durable women boyshorts.,Broad,Instagram,US
WOMEN SEAMLESS EVERYDAY,Adset-1 LAL1,2025-02-18,879.31,401056,3192.0,0.008,85,3925.43,4.46,Image,Invisible under tees — seamless women sports bras.,Lookalike,Facebook,US
WOMEN Seamless Everyday,Adset-1 LAL1,2025-02-19,576.15,229152,2450.0,0.0107,58,2122.32,3.68,Video,"Wire‑free ease, cloud‑soft cups — women boyshorts that fits right.",Lookalike,Instagram,UK
